cer,corruption,corruption_type,duration_seconds,item,language,prediction,reference,source,wer
0.0,clean,clean,14.46,fleurs_fr_dev100:0,fr," Il y a de nombreuses répercussions sociales et politiques, telles que l'utilisation du système métrique, le passage de l'absolutisme au républicanisme, le nationalisme et la conviction que le pays appartient au peuple et non à un seul dirigeant.",il y a de nombreuses répercussions sociales et politiques telles que l'utilisation du système métrique le passage de l'absolutisme au républicanisme le nationalisme et la conviction que le pays appartient au peuple et non à un seul dirigeant,fleurs_fr_dev100,0.0
0.2,clean,clean,6.0,fleurs_fr_dev100:1,fr," Il n'avait pas du pouvoir de déroger au loi fiscal, il y a 7 sur les droits de douane entre les États.",il n'avait pas non plus le pouvoir de déroger aux lois fiscales ni à celles sur les droits de douane entre les états,fleurs_fr_dev100,0.43478260869565216
0.02040816326530612,clean,clean,15.36,fleurs_fr_dev100:2,fr," Maintenant, largement disponible dans tout l'archipel, la cuisine javanais propose un éventail de plats simplement assaisonnés. Des saveurs prédominantes que le javanais privilégié étant les cacahuètes, les piments, le sucre en particulier le sucre de coco javanais et diverses épices aromatiques.",maintenant largement disponible dans tout l’archipel la cuisine javanaise propose un éventail de plats simplement assaisonnés les saveurs prédominantes que les javanais privilégient étant les cacahuètes les piments le sucre en particulier le sucre de coco javanais et diverses épices aromatiques,fleurs_fr_dev100,0.0975609756097561
0.09090909090909091,clean,clean,7.86,fleurs_fr_dev100:3,fr," De nombreux formats courants, familles, de formats APS par exemple sans égaux, à ce rapport d'aspect ou sans rapproche de frais.",de nombreux formats courants famille de formats aps par exemple sont égaux à ce rapport d’aspect ou s’en approchent de près,fleurs_fr_dev100,0.23809523809523808
0.0,clean,clean,8.52,fleurs_fr_dev100:4,fr, La principale religion en Moldavie est le christianisme orthodoxe.,la principale religion en moldavie est le christianisme orthodoxe,fleurs_fr_dev100,0.0
0.1171875,clean,clean,7.38,fleurs_fr_dev100:5,fr," Sur les routes glacées à enneigé, le frottement est faible et vous ne pouvez pas conduire quand vous étiez sur la svalte nu.",sur les routes glacées et enneigées le frottement est faible et vous ne pouvez pas conduire comme si vous étiez sur l'asphalte nu,fleurs_fr_dev100,0.2608695652173913
0.021164021164021163,clean,clean,12.0,fleurs_fr_dev100:6,fr, La science montre désormais que cette économie massivement basée sur le carbone a délogé la biosphère de son état de stabilité qui a soutenu l'évolution humaine pendant 2 millions d'années.,la science montre désormais que cette économie massivement basée sur le carbone a délogé la biosphère de son état de stabilité qui a soutenu l'évolution humaine pendant deux millions d'années,fleurs_fr_dev100,0.03333333333333333
0.0,clean,clean,6.9,fleurs_fr_dev100:7,fr," Noël est l'une des fêtes les plus importantes de la chrétienté, elle célèbre la naissance de Jésus.",noël est l'une des fêtes les plus importantes de la chrétienté elle célèbre la naissance de jésus,fleurs_fr_dev100,0.0
0.14285714285714285,clean,clean,10.5,fleurs_fr_dev100:8,fr," Le match s'est joué à 1 point, 21 à 20, mais est enfin la série de 15 victoires des Wall Blacks.",le match s'est joué à un point 21 à 20 mettant fin à la série de 15 victoires des all blacks,fleurs_fr_dev100,0.23809523809523808
0.0,clean,clean,8.4,fleurs_fr_dev100:9,fr," Avant qu'une organisation ne soit innovante, sa direction doit créer une culture de l'innovation, des connaissances partagées et sa propre culture de l'apprentissage.",avant qu'une organisation ne soit innovante sa direction doit créer une culture de l'innovation des connaissances partagées et sa propre culture de l'apprentissage,fleurs_fr_dev100,0.0
0.0,clean,clean,7.44,fleurs_fr_dev100:10,fr, La police a déclaré qu'il semblerait que le corps se trouvait là depuis un jour environ.,la police a déclaré qu'il semblerait que le corps se trouvait là depuis un jour environ,fleurs_fr_dev100,0.0
0.1171875,clean,clean,8.16,fleurs_fr_dev100:11,fr," Sur des coups de glacé et en neige, le frottement est faible et vous ne pouvez pas conduire, même si vous étiez sur l'asphalte nu.",sur les routes glacées et enneigées le frottement est faible et vous ne pouvez pas conduire comme si vous étiez sur l'asphalte nu,fleurs_fr_dev100,0.30434782608695654
0.10465116279069768,clean,clean,6.6,fleurs_fr_dev100:12,fr, Les espagnols ont inauguré la période de la colonisation à laquelle elle durait trois siècles.,les espagnols ont inauguré la période de la colonisation laquelle a duré trois siècles,fleurs_fr_dev100,0.21428571428571427
0.010638297872340425,clean,clean,7.38,fleurs_fr_dev100:13,fr, L'Amazon est également le fleuve le plus large de la planète atteignant parfois 10 km de large.,l'amazone est également le fleuve le plus large de la planète atteignant parfois 10 km de large,fleurs_fr_dev100,0.058823529411764705
0.0,clean,clean,11.04,fleurs_fr_dev100:14,fr, Noël est l'une des fêtes les plus importantes de la chrétienté. Elle célèbre la naissance de Jésus.,noël est l'une des fêtes les plus importantes de la chrétienté elle célèbre la naissance de jésus,fleurs_fr_dev100,0.0
0.0,clean,clean,7.98,fleurs_fr_dev100:15,fr, Les opinions présentées sont souvent superficielles générales et trop simplifiées par rapport aux informations plus détaillées disponibles ailleurs.,les opinions présentées sont souvent superficielles générales et trop simplifiées par rapport aux informations plus détaillées disponibles ailleurs,fleurs_fr_dev100,0.0
0.07368421052631578,clean,clean,13.56,fleurs_fr_dev100:16,fr, Le tronçon entre Point-Marion et Fermont présente les conditions de conduite les plus difficiles sur l'autoroute Buffalopitzburg passant fréquemment par des terrains isolés de l'ARPI.,le tronçon entre point marion et fairmont présente les conditions de conduite les plus difficiles sur l'autoroute buffalo-pittsburgh passant fréquemment par des terrains isolés de l'arrière-pays,fleurs_fr_dev100,0.19230769230769232
0.15813953488372093,clean,clean,11.76,fleurs_fr_dev100:17,fr," Les femmes doivent réaliser des... réaliser que certaines différences culturelles peuvent entraîner des comportements qui sont considères comme du harcèlement. Il a en effet courant qu'il soit suivi, attrapé par le bras, etc.",les femmes doivent réaliser que certaines différences culturelles peuvent entraîner des comportements qu'elles considèrent comme du harcèlement il est en effet courant qu'elles soient suivies attrapées par le bras etc,fleurs_fr_dev100,0.3333333333333333
0.0,clean,clean,9.48,fleurs_fr_dev100:18,fr, Le patient s'était rendu au Nigeria où certains cas de virus Ebola se sont produits.,le patient s'était rendu au nigeria où certains cas de virus ebola se sont produits,fleurs_fr_dev100,0.0
0.0,clean,clean,7.92,fleurs_fr_dev100:19,fr, Les naturalistes et les philosophes se sont concentrés sur les textes anciens et en particulier sur la Bible en latin.,les naturalistes et les philosophes se sont concentrés sur les textes anciens et en particulier sur la bible en latin,fleurs_fr_dev100,0.0
0.042682926829268296,clean,clean,8.94,fleurs_fr_dev100:20,fr," Il y avertit que personne ne peut garantir que toute action en Irak a ce stade métraphin à la guerre sectaire, à la violence croissante ou au glissement vers le chaos.",il avertit que personne ne peut garantir que toute action en irak à ce stade mettra fin à la guerre sectaire à la violence croissante ou au glissement vers le chaos,fleurs_fr_dev100,0.12903225806451613
0.09659090909090909,clean,clean,11.46,fleurs_fr_dev100:21,fr," Auparavant, le PDG de Ring, James Siminoff, a fait remarquer qu'il a lancé l'entreprise dans ce collationner de sa part d'entrée, n'était pas audible depuis son magasin dans son garage.",auparavant le pdg de ring jamie siminoff a fait remarquer qu'il a lancé l'entreprise lorsque la sonnette de sa porte d'entrée n'était pas audible depuis son magasin dans son garage,fleurs_fr_dev100,0.16666666666666666
0.023622047244094488,clean,clean,8.4,fleurs_fr_dev100:22,fr, Finalement les roues en bois ont été remplacées par des roues en fer en 1767 et les premiers rails en fer ont fait leur apparition.,finalement les roues en bois ont été remplacées par des roues en fer en 1767 les premiers rails en fer ont fait leur apparition,fleurs_fr_dev100,0.041666666666666664
0.027972027972027972,clean,clean,13.08,fleurs_fr_dev100:23,fr," Les accidents aériens sont fréquents en Iran, qui disposent d'une flotte vieilleissance et mal entretenue, autant pour les vols civils que militaires.",les accidents aériens sont fréquents en iran qui dispose d'une flotte vieillissante et mal entretenue autant pour les vols civils que militaires,fleurs_fr_dev100,0.09090909090909091
0.0949367088607595,clean,clean,9.54,fleurs_fr_dev100:24,fr, Je ne sais pas si vous en rendez compte mais la plupart des marchandises en provenance des méritques centrales sont entrées dans nos pays exonérés de taxes.,je ne sais pas si vous vous en rendez compte mais la plupart des marchandises en provenance d'amérique centrale sont entrées dans notre pays exonérées de taxes,fleurs_fr_dev100,0.2222222222222222
0.05303030303030303,clean,clean,9.84,fleurs_fr_dev100:25,fr," Avec seulement 18 médailles disponibles par jour, un certain nombre de pays n'ont pas réussi à monter sur le podium des médaillés.",avec seulement dix-huit médailles disponibles par jour un certain nombre de pays n'ont pas réussi à monter sur le podium des médaillés,fleurs_fr_dev100,0.045454545454545456
